# List of resource files from game root dir
# (comiled with """"find . -type f | sort | sed 's/^..//' > resource_files.csv"""")
path;format;paletteNr;width;height;tabFile;tabOffset;comment
MAPS/XBASE_18.RMP;;;;;;;
MAPS/XBASE_19.MAP;;;;;;;
MAPS/XBASE_19.RMP;;;;;;;
MAPS/XBASE_20.MAP;;;;;;;
MAPS/XBASE_20.RMP;;;;;;;
MISSDAT/ACTS.DAT;;;;;;;
MISSDAT/AKNOW.DAT;;;;;;;
MISSDAT/ALIEN.DAT;;;;;;;
MISSDAT/ASTORE.DAT;;;;;;;
MISSDAT/BASE.DAT;;;;;;;
MISSDAT/BPROD.DAT;;;;;;;
MISSDAT/CODE.DAT;;;;;;;
MISSDAT/CRAFT.DAT;;;;;;;
MISSDAT/DIPLOM.DAT;;;;;;;
MISSDAT/DIRECT.DAT;;;;;;;
MISSDAT/DUM.BIN;;;;;;;
MISSDAT/FACIL.DAT;;;;;;;
MISSDAT/GEODATA.DAT;;;;;;;
MISSDAT/IGLOB.DAT;;;;;;;
MISSDAT/INTER.DAT;;;;;;;
MISSDAT/LEASE.DAT;;;;;;;
MISSDAT/LIGLOB.DAT;;;;;;;
MISSDAT/LOC.DAT;;;;;;;
MISSDAT/MISSION.DAT;;;;;;;
MISSDAT/MISSION2.DAT;;;;;;;
MISSDAT/MISSIONS.DAT;;;;;;;
MISSDAT/OBPOS2.DAT;;;;;;;
MISSDAT/OBPOSREF.DAT;;;;;;;
MISSDAT/OPTION.DAT;;;;;;;
MISSDAT/PRODUCT.DAT;;;;;;;
MISSDAT/PROJECT.DAT;;;;;;;
MISSDAT/PURCHASE.DAT;;;;;;;
MISSDAT/RESEARCH.DAT;;;;;;;
MISSDAT/SAVEINFO.DAT;;;;;;;
MISSDAT/SOLDIER.DAT;;;;;;;
MISSDAT/TRANSFER.DAT;;;;;;;
MISSDAT/UIGLOB.DAT;;;;;;;
MISSDAT/UNIPOS.DAT;;;;;;;
MISSDAT/UNIREF.DAT;;;;;;;
MISSDAT/UNIREF2.DAT;;;;;;;
MISSDAT/UNITPOS.DAT;;;;;;;
MISSDAT/UP.DAT;;;;;;;
MISSDAT/XBASES.DAT;;;;;;;
MISSDAT/XCOM.DAT;;;;;;;
MISSDAT/ZONAL.DAT;;;;;;;
MPSCOPY.EXE;;;;;;;
MVOL.DAT;;;;;;;
NEWXCOM.BAT;;;;;;;
README.TXT;;;;;;;
ROUTES/AVENGER.RMP;;;;;;;
ROUTES/CULTA00.RMP;;;;;;;
ROUTES/CULTA01.RMP;;;;;;;
ROUTES/CULTA02.RMP;;;;;;;
ROUTES/CULTA03.RMP;;;;;;;
ROUTES/CULTA04.RMP;;;;;;;
ROUTES/CULTA05.RMP;;;;;;;
ROUTES/CULTA06.RMP;;;;;;;
ROUTES/CULTA07.RMP;;;;;;;
ROUTES/CULTA08.RMP;;;;;;;
ROUTES/CULTA09.RMP;;;;;;;
ROUTES/CULTA10.RMP;;;;;;;
ROUTES/CULTA11.RMP;;;;;;;
ROUTES/CULTA12.RMP;;;;;;;
ROUTES/CULTA13.RMP;;;;;;;
ROUTES/CULTA14.RMP;;;;;;;
ROUTES/CULTA15.RMP;;;;;;;
ROUTES/CULTA16.RMP;;;;;;;
ROUTES/CULTA17.RMP;;;;;;;
ROUTES/CULTA18.RMP;;;;;;;
ROUTES/DESERT00.RMP;;;;;;;
ROUTES/DESERT01.RMP;;;;;;;
ROUTES/DESERT02.RMP;;;;;;;
ROUTES/DESERT03.RMP;;;;;;;
ROUTES/DESERT04.RMP;;;;;;;
ROUTES/DESERT05.RMP;;;;;;;
ROUTES/DESERT06.RMP;;;;;;;
ROUTES/DESERT07.RMP;;;;;;;
ROUTES/DESERT08.RMP;;;;;;;
ROUTES/DESERT09.RMP;;;;;;;
ROUTES/DESERT10.RMP;;;;;;;
ROUTES/DESERT11.RMP;;;;;;;
ROUTES/FOREST00.RMP;;;;;;;
ROUTES/FOREST01.RMP;;;;;;;
ROUTES/FOREST02.RMP;;;;;;;
ROUTES/FOREST03.RMP;;;;;;;
ROUTES/FOREST04.RMP;;;;;;;
ROUTES/FOREST05.RMP;;;;;;;
ROUTES/FOREST06.RMP;;;;;;;
ROUTES/FOREST07.RMP;;;;;;;
ROUTES/FOREST08.RMP;;;;;;;
ROUTES/FOREST09.RMP;;;;;;;
ROUTES/FOREST10.RMP;;;;;;;
ROUTES/FOREST11.RMP;;;;;;;
ROUTES/JUNGLE00.RMP;;;;;;;
ROUTES/JUNGLE01.RMP;;;;;;;
ROUTES/JUNGLE02.RMP;;;;;;;
ROUTES/JUNGLE03.RMP;;;;;;;
ROUTES/JUNGLE04.RMP;;;;;;;
ROUTES/JUNGLE05.RMP;;;;;;;
ROUTES/JUNGLE06.RMP;;;;;;;
ROUTES/JUNGLE07.RMP;;;;;;;
ROUTES/JUNGLE08.RMP;;;;;;;
ROUTES/JUNGLE09.RMP;;;;;;;
ROUTES/JUNGLE10.RMP;;;;;;;
ROUTES/JUNGLE11.RMP;;;;;;;
ROUTES/LIGHTNIN.RMP;;;;;;;
ROUTES/MARS00.RMP;;;;;;;
ROUTES/MARS01.RMP;;;;;;;
ROUTES/MARS02.RMP;;;;;;;
ROUTES/MARS03.RMP;;;;;;;
ROUTES/MARS04.RMP;;;;;;;
ROUTES/MARS05.RMP;;;;;;;
ROUTES/MARS06.RMP;;;;;;;
ROUTES/MARS07.RMP;;;;;;;
ROUTES/MARS08.RMP;;;;;;;
ROUTES/MARS09.RMP;;;;;;;
ROUTES/MARS10.RMP;;;;;;;
ROUTES/MOUNT00.RMP;;;;;;;
ROUTES/MOUNT01.RMP;;;;;;;
ROUTES/MOUNT02.RMP;;;;;;;
ROUTES/MOUNT03.RMP;;;;;;;
ROUTES/MOUNT04.RMP;;;;;;;
ROUTES/MOUNT05.RMP;;;;;;;
ROUTES/MOUNT06.RMP;;;;;;;
ROUTES/MOUNT07.RMP;;;;;;;
ROUTES/MOUNT08.RMP;;;;;;;
ROUTES/MOUNT09.RMP;;;;;;;
ROUTES/MOUNT10.RMP;;;;;;;
ROUTES/MOUNT11.RMP;;;;;;;
ROUTES/MOUNT12.RMP;;;;;;;
ROUTES/PLANE.RMP;;;;;;;
ROUTES/POLAR00.RMP;;;;;;;
ROUTES/POLAR01.RMP;;;;;;;
ROUTES/POLAR02.RMP;;;;;;;
ROUTES/POLAR03.RMP;;;;;;;
ROUTES/POLAR04.RMP;;;;;;;
ROUTES/POLAR05.RMP;;;;;;;
ROUTES/POLAR06.RMP;;;;;;;
ROUTES/POLAR07.RMP;;;;;;;
ROUTES/POLAR08.RMP;;;;;;;
ROUTES/POLAR09.RMP;;;;;;;
ROUTES/POLAR10.RMP;;;;;;;
ROUTES/POLAR11.RMP;;;;;;;
ROUTES/POLAR12.RMP;;;;;;;
ROUTES/POLAR13.RMP;;;;;;;
ROUTES/TEMP.RMP;;;;;;;
ROUTES/TEMP1.RMP;;;;;;;
ROUTES/TEMP2.RMP;;;;;;;
ROUTES/TEMP3.RMP;;;;;;;
ROUTES/UBASE_00.RMP;;;;;;;
ROUTES/UBASE_01.RMP;;;;;;;
ROUTES/UBASE_02.RMP;;;;;;;
ROUTES/UBASE_03.RMP;;;;;;;
ROUTES/UBASE_04.RMP;;;;;;;
ROUTES/UBASE_05.RMP;;;;;;;
ROUTES/UBASE_06.RMP;;;;;;;
ROUTES/UBASE_07.RMP;;;;;;;
ROUTES/UBASE_08.RMP;;;;;;;
ROUTES/UBASE_09.RMP;;;;;;;
ROUTES/UBASE_10.RMP;;;;;;;
ROUTES/UBASE_11.RMP;;;;;;;
ROUTES/UBASE_12.RMP;;;;;;;
ROUTES/UBASE_13.RMP;;;;;;;
ROUTES/UBASE_14.RMP;;;;;;;
ROUTES/UBASE_15.RMP;;;;;;;
ROUTES/UFO1A.RMP;;;;;;;
ROUTES/UFO_000.RMP;;;;;;;
ROUTES/UFO_010.RMP;;;;;;;
ROUTES/UFO_110.RMP;;;;;;;
ROUTES/UFO_120.RMP;;;;;;;
ROUTES/UFO_130.RMP;;;;;;;
ROUTES/UFO_140.RMP;;;;;;;
ROUTES/UFO_150.RMP;;;;;;;
ROUTES/UFO_160.RMP;;;;;;;
ROUTES/UFO_170.RMP;;;;;;;
ROUTES/URBAN00.RMP;;;;;;;
ROUTES/URBAN01.RMP;;;;;;;
ROUTES/URBAN02.RMP;;;;;;;
ROUTES/URBAN03.RMP;;;;;;;
ROUTES/URBAN04.RMP;;;;;;;
ROUTES/URBAN05.RMP;;;;;;;
ROUTES/URBAN06.RMP;;;;;;;
ROUTES/URBAN07.RMP;;;;;;;
ROUTES/URBAN08.RMP;;;;;;;
ROUTES/URBAN09.RMP;;;;;;;
ROUTES/URBAN14.RMP;;;;;;;
ROUTES/URBAN15.RMP;;;;;;;
ROUTES/URBAN16.RMP;;;;;;;
ROUTES/URBAN17.RMP;;;;;;;
ROUTES/URBAN18.RMP;;;;;;;
ROUTES/XBASE_00.RMP;;;;;;;
ROUTES/XBASE_01.RMP;;;;;;;
ROUTES/XBASE_02.RMP;;;;;;;
ROUTES/XBASE_03.RMP;;;;;;;
ROUTES/XBASE_04.RMP;;;;;;;
ROUTES/XBASE_05.RMP;;;;;;;
ROUTES/XBASE_06.RMP;;;;;;;
ROUTES/XBASE_07.RMP;;;;;;;
ROUTES/XBASE_08.RMP;;;;;;;
ROUTES/XBASE_09.RMP;;;;;;;
ROUTES/XBASE_10.RMP;;;;;;;
ROUTES/XBASE_11.RMP;;;;;;;
ROUTES/XBASE_12.RMP;;;;;;;
ROUTES/XBASE_13.RMP;;;;;;;
ROUTES/XBASE_14.RMP;;;;;;;
ROUTES/XBASE_15.RMP;;;;;;;
ROUTES/XBASE_16.RMP;;;;;;;
ROUTES/XBASE_17.RMP;;;;;;;
ROUTES/XBASE_18.RMP;;;;;;;
ROUTES/XBASE_19.RMP;;;;;;;
ROUTES/XBASE_20.RMP;;;;;;;
RUNEXE/RUN.EXE;;;;;;;
SETUP.EXE;;;;;;;
SOUND.CFG;;;;;;;
SOUND/ADLIB.CAT;;;;;;;
SOUND/AINTRO.CAT;;;;;;;
SOUND/DRIVERS.CAT;;;;;;;
SOUND/GM.CAT;;;;;;;
SOUND/INTRO.CAT;;;;;;;
SOUND/LAPC1.PAT;;;;;;;
SOUND/MUSIC.COM;;;;;;;
SOUND/RINTRO.CAT;;;;;;;
SOUND/ROLAND.CAT;;;;;;;
SOUND/SAMPLE.CAT;;;;;;;
SOUND/SAMPLE2.CAT;;;;;;;
SOUND/SAMPLE3.CAT;;;;;;;
SOUND/SNDEND.EXE;;;;;;;
SOUND/SNDSTART.EXE;;;;;;;
SOUND/SOUND.CFG;;;;;;;
SOUND/SOUND1.CAT;;;;;;;
SOUND/SOUND2.CAT;;;;;;;
SOUND/SOUNDRV.COM;;;;;;;
SOUND/VECTOR.COM;;;;;;;
TERRAIN/AVENGER.MCD;;;;;;;
TERRAIN/AVENGER.PCK;PCK;4;32;40;TERRAIN/AVENGER.TAB;2;
TERRAIN/AVENGER.TAB;;;;;;;
TERRAIN/BARN.MCD;;;;;;;
TERRAIN/BARN.PCK;PCK;4;32;40;TERRAIN/BARN.TAB;2;
TERRAIN/BARN.TAB;;;;;;;
TERRAIN/BLANKS.MCD;;;;;;;
TERRAIN/BLANKS.PCK;PCK;4;32;40;TERRAIN/BLANKS.TAB;2;
TERRAIN/BLANKS.TAB;;;;;;;
TERRAIN/BRAIN.MCD;;;;;;;
TERRAIN/BRAIN.PCK;PCK;4;32;40;TERRAIN/BRAIN.TAB;2;
TERRAIN/BRAIN.TAB;;;;;;;
TERRAIN/CULTIVAT.MCD;;;;;;;
TERRAIN/CULTIVAT.PCK;PCK;4;32;40;TERRAIN/CULTIVAT.TAB;2;
TERRAIN/CULTIVAT.TAB;;;;;;;
TERRAIN/DESERT.MCD;;;;;;;
TERRAIN/DESERT.PCK;PCK;4;32;40;TERRAIN/DESERT.TAB;2;
TERRAIN/DESERT.TAB;;;;;;;
TERRAIN/FOREST.MCD;;;;;;;
TERRAIN/FOREST.PCK;PCK;4;32;40;TERRAIN/FOREST.TAB;2;
TERRAIN/FOREST.TAB;;;;;;;
TERRAIN/FRNITURE.MCD;;;;;;;
TERRAIN/FRNITURE.PCK;PCK;4;32;40;TERRAIN/FRNITURE.TAB;2;
TERRAIN/FRNITURE.TAB;;;;;;;
TERRAIN/JUNGLE.MCD;;;;;;;
TERRAIN/JUNGLE.PCK;PCK;4;32;40;TERRAIN/JUNGLE.TAB;2;
TERRAIN/JUNGLE.TAB;;;;;;;
TERRAIN/LIGHTNIN.MCD;;;;;;;
TERRAIN/LIGHTNIN.PCK;PCK;4;32;40;TERRAIN/LIGHTNIN.TAB;2;
TERRAIN/LIGHTNIN.TAB;;;;;;;
TERRAIN/MARS.MCD;;;;;;;
TERRAIN/MARS.PCK;PCK;4;32;40;TERRAIN/MARS.TAB;2;
TERRAIN/MARS.TAB;;;;;;;
TERRAIN/MOUNT.MCD;;;;;;;
TERRAIN/MOUNT.PCK;PCK;4;32;40;TERRAIN/MOUNT.TAB;2;
TERRAIN/MOUNT.TAB;;;;;;;
TERRAIN/PLANE.MCD;;;;;;;
